Position,code,Geography,Treatment,vialnum,Sex,PLATE,cfuA,cfuL,repexp,exp,total,GT,starved,bigexp,GS,TS,TG,aperc,lperc
1A,B Choice F #1 plate1 1A N,B,Choice,B Choice F #1,F,plate1,128000,50,B Choice F #1,plate1,128050,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.999609528,0.000390472
2A,B Choice F #2 plate1 2A N,B,Choice,B Choice F #2,F,plate1,1536000,500,B Choice F #2,plate1,1536500,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.999674585,0.000325415
3A,B Choice F #3 plate1 3A N,B,Choice,B Choice F #3,F,plate1,99200,50,B Choice F #3,plate1,99250,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.999496222,0.000503778
4A,B Control F #2 plate1 4A N,B,Control,B Control F #2,F,plate1,92800,100,B Control F #2,plate1,92900,BControl,N,Maggie,BF,ControlF,BControl,0.998923574,0.001076426
5A,PA Choice F #1 plate1 5A N,PA,Choice,PA Choice F #1,F,plate1,89600,50,PA Choice F #1,plate1,89650,PAChoice,N,Maggie,PAF,ChoiceF,PAChoice,0.999442276,0.000557724
6A,PA Choice F #2 plate1 6A N,PA,Choice,PA Choice F #2,F,plate1,972800,500,PA Choice F #2,plate1,973300,PAChoice,N,Maggie,PAF,ChoiceF,PAChoice,0.999486284,0.000513716
7A,MD Choice F #1 plate1 7A N,MD,Choice,MD Choice F #1,F,plate1,768000,0,MD Choice F #1,plate1,768000,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,1,0
8A,MD Control F #1 plate1 8A N,MD,Control,MD Control F #1,F,plate1,1331200,0,MD Control F #1,plate1,1331200,MDControl,N,Maggie,MDF,ControlF,MDControl,1,0
9A,E Choice F #1 plate1 9A N,E,Choice,E Choice F #1,F,plate1,6800,0,E Choice F #1,plate1,6800,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
10A,E Control F #1 plate1 10A N,E,Control,E Control F #1,F,plate1,134400,0,E Control F #1,plate1,134400,EControl,N,Maggie,EF,ControlF,EControl,1,0
11A,E Choice F #1 plate1 11A N,E,Choice,E Choice F #1,F,plate1,17200,0,E Choice F #1,plate1,17200,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
12A,E Choice F #2 plate1 12A N,E,Choice,E Choice F #2,F,plate1,768000,0,E Choice F #2,plate1,768000,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
1B,B Choice F #1 plate1 1B N,B,Choice,B Choice F #1,F,plate1,41600,2000,B Choice F #1,plate1,43600,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.95412844,0.04587156
2B,B Choice F #2 plate1 2B N,B,Choice,B Choice F #2,F,plate1,11600,0,B Choice F #2,plate1,11600,BChoice,N,Maggie,BF,ChoiceF,BChoice,1,0
3B,B Choice F #3 plate1 3B N,B,Choice,B Choice F #3,F,plate1,105600,0,B Choice F #3,plate1,105600,BChoice,N,Maggie,BF,ChoiceF,BChoice,1,0
4B,B Control F #2 plate1 4B N,B,Control,B Control F #2,F,plate1,44800,4400,B Control F #2,plate1,49200,BControl,N,Maggie,BF,ControlF,BControl,0.910569106,0.089430894
5B,PA Choice F #1 plate1 5B N,PA,Choice,PA Choice F #1,F,plate1,1600,0,PA Choice F #1,plate1,1600,PAChoice,N,Maggie,PAF,ChoiceF,PAChoice,1,0
6B,PA Choice F #2 plate1 6B N,PA,Choice,PA Choice F #2,F,plate1,486400,0,PA Choice F #2,plate1,486400,PAChoice,N,Maggie,PAF,ChoiceF,PAChoice,1,0
7B,MD Choice F #1 plate1 7B N,MD,Choice,MD Choice F #1,F,plate1,2400,0,MD Choice F #1,plate1,2400,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,1,0
8B,MD Control F #1 plate1 8B N,MD,Control,MD Control F #1,F,plate1,2867200,100,MD Control F #1,plate1,2867300,MDControl,N,Maggie,MDF,ControlF,MDControl,0.999965124,3.49E-05
9B,E Choice F #1 plate1 9B N,E,Choice,E Choice F #1,F,plate1,14800,0,E Choice F #1,plate1,14800,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
10B,E Control F #1 plate1 10B N,E,Control,E Control F #1,F,plate1,20400,0,E Control F #1,plate1,20400,EControl,N,Maggie,EF,ControlF,EControl,1,0
11B,E Choice F #1 plate1 11B N,E,Choice,E Choice F #1,F,plate1,11200,0,E Choice F #1,plate1,11200,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
12B,E Choice F #2 plate1 12B N,E,Choice,E Choice F #2,F,plate1,131200,0,E Choice F #2,plate1,131200,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
1C,B Choice F #1 plate1 1C N,B,Choice,B Choice F #1,F,plate1,86400,2200,B Choice F #1,plate1,88600,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.9751693,0.0248307
2C,B Choice F #2 plate1 2C N,B,Choice,B Choice F #2,F,plate1,105600,250,B Choice F #2,plate1,105850,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.997638167,0.002361833
3C,B Choice F #3 plate1 3C N,B,Choice,B Choice F #3,F,plate1,384000,0,B Choice F #3,plate1,384000,BChoice,N,Maggie,BF,ChoiceF,BChoice,1,0
4C,B Control F #2 plate1 4C N,B,Control,B Control F #2,F,plate1,150400,0,B Control F #2,plate1,150400,BControl,N,Maggie,BF,ControlF,BControl,1,0
5C,PA Choice F #1 plate1 5C N,PA,Choice,PA Choice F #1,F,plate1,819200,50,PA Choice F #1,plate1,819250,PAChoice,N,Maggie,PAF,ChoiceF,PAChoice,0.999938969,6.10E-05
6C,PA Choice F #2 plate1 6C N,PA,Choice,PA Choice F #2,F,plate1,11200,550,PA Choice F #2,plate1,11750,PAChoice,N,Maggie,PAF,ChoiceF,PAChoice,0.953191489,0.046808511
7C,MD Choice F #1 plate1 7C N,MD,Choice,MD Choice F #1,F,plate1,4400,0,MD Choice F #1,plate1,4400,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,1,0
8C,MD Control F #1 plate1 8C N,MD,Control,MD Control F #1,F,plate1,6400,0,MD Control F #1,plate1,6400,MDControl,N,Maggie,MDF,ControlF,MDControl,1,0
9C,E Choice F #1 plate1 9C N,E,Choice,E Choice F #1,F,plate1,2800,0,E Choice F #1,plate1,2800,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
11C,E Choice F #1 plate1 11C N,E,Choice,E Choice F #1,F,plate1,76800,0,E Choice F #1,plate1,76800,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
12C,E Choice F #2 plate1 12C N,E,Choice,E Choice F #2,F,plate1,8800,0,E Choice F #2,plate1,8800,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
1D,B Choice F #1 plate1 1D N,B,Choice,B Choice F #1,F,plate1,118400,400,B Choice F #1,plate1,118800,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.996632997,0.003367003
2D,B Choice F #2 plate1 2D N,B,Choice,B Choice F #2,F,plate1,105600,250,B Choice F #2,plate1,105850,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.997638167,0.002361833
3D,B Choice F #3 plate1 3D N,B,Choice,B Choice F #3,F,plate1,4000,50,B Choice F #3,plate1,4050,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.987654321,0.012345679
4D,B Control F #2 plate1 4D N,B,Control,B Control F #2,F,plate1,76800,0,B Control F #2,plate1,76800,BControl,N,Maggie,BF,ControlF,BControl,1,0
5D,PA Choice F #1 plate1 5D N,PA,Choice,PA Choice F #1,F,plate1,1450,0,PA Choice F #1,plate1,1450,PAChoice,N,Maggie,PAF,ChoiceF,PAChoice,1,0
6D,PA Choice F #2 plate1 6D N,PA,Choice,PA Choice F #2,F,plate1,1868800,0,PA Choice F #2,plate1,1868800,PAChoice,N,Maggie,PAF,ChoiceF,PAChoice,1,0
7D,MD Choice F #1 plate1 7D N,MD,Choice,MD Choice F #1,F,plate1,588800,50,MD Choice F #1,plate1,588850,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,0.999915089,8.49E-05
8D,MD Control F #1 plate1 8D N,MD,Control,MD Control F #1,F,plate1,50,0,MD Control F #1,plate1,50,MDControl,N,Maggie,MDF,ControlF,MDControl,1,0
9D,E Choice F #1 plate1 9D N,E,Choice,E Choice F #1,F,plate1,153600,0,E Choice F #1,plate1,153600,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
10D,E Control F #1 plate1 10D N,E,Control,E Control F #1,F,plate1,400,0,E Control F #1,plate1,400,EControl,N,Maggie,EF,ControlF,EControl,1,0
11D,E Choice F #1 plate1 11D N,E,Choice,E Choice F #1,F,plate1,1459200,0,E Choice F #1,plate1,1459200,EChoice,N,Maggie,EF,ChoiceF,EChoice,1,0
12D,E Choice F #2 plate1 12D N,E,Choice,E Choice F #2,F,plate1,10000,250,E Choice F #2,plate1,10250,EChoice,N,Maggie,EF,ChoiceF,EChoice,0.975609756,0.024390244
2E,B Choice M #2 plate1 2E N,B,Choice,B Choice M #2,M,plate1,25600,150,B Choice M #2,plate1,25750,BChoice,N,Maggie,BM,ChoiceM,BChoice,0.994174757,0.005825243
3E,B Choice M #3 plate1 3E N,B,Choice,B Choice M #3,M,plate1,1600,350,B Choice M #3,plate1,1950,BChoice,N,Maggie,BM,ChoiceM,BChoice,0.820512821,0.179487179
4E,B Control M #2 plate1 4E N,B,Control,B Control M #2,M,plate1,64000,300,B Control M #2,plate1,64300,BControl,N,Maggie,BM,ControlM,BControl,0.99533437,0.00466563
5E,PA Choice M #1 plate1 5E N,PA,Choice,PA Choice M #1,M,plate1,2000,50,PA Choice M #1,plate1,2050,PAChoice,N,Maggie,PAM,ChoiceM,PAChoice,0.975609756,0.024390244
6E,PA Choice M #2 plate1 6E N,PA,Choice,PA Choice M #2,M,plate1,7200,0,PA Choice M #2,plate1,7200,PAChoice,N,Maggie,PAM,ChoiceM,PAChoice,1,0
7E,MD Choice M #1 plate1 7E N,MD,Choice,MD Choice M #1,M,plate1,281600,850,MD Choice M #1,plate1,282450,MDChoice,N,Maggie,MDM,ChoiceM,MDChoice,0.996990618,0.003009382
9E,E Choice M #1 plate1 9E N,E,Choice,E Choice M #1,M,plate1,7600,0,E Choice M #1,plate1,7600,EChoice,N,Maggie,EM,ChoiceM,EChoice,1,0
10E,E Control M #1 plate1 10E N,E,Control,E Control M #1,M,plate1,4800,0,E Control M #1,plate1,4800,EControl,N,Maggie,EM,ControlM,EControl,1,0
11E,E Choice M #1 plate1 11E N,E,Choice,E Choice M #1,M,plate1,4800,0,E Choice M #1,plate1,4800,EChoice,N,Maggie,EM,ChoiceM,EChoice,1,0
12E,E Choice M #2 plate1 12E N,E,Choice,E Choice M #2,M,plate1,60800,200,E Choice M #2,plate1,61000,EChoice,N,Maggie,EM,ChoiceM,EChoice,0.996721311,0.003278689
2F,B Choice M #2 plate1 2F N,B,Choice,B Choice M #2,M,plate1,6000,350,B Choice M #2,plate1,6350,BChoice,N,Maggie,BM,ChoiceM,BChoice,0.94488189,0.05511811
3F,B Choice M #3 plate1 3F N,B,Choice,B Choice M #3,M,plate1,2000,50,B Choice M #3,plate1,2050,BChoice,N,Maggie,BM,ChoiceM,BChoice,0.975609756,0.024390244
4F,B Control M #2 plate1 4F N,B,Control,B Control M #2,M,plate1,38400,50,B Control M #2,plate1,38450,BControl,N,Maggie,BM,ControlM,BControl,0.99869961,0.00130039
5F,PA Choice M #1 plate1 5F N,PA,Choice,PA Choice M #1,M,plate1,7200,0,PA Choice M #1,plate1,7200,PAChoice,N,Maggie,PAM,ChoiceM,PAChoice,1,0
6F,PA Choice M #2 plate1 6F N,PA,Choice,PA Choice M #2,M,plate1,13200,0,PA Choice M #2,plate1,13200,PAChoice,N,Maggie,PAM,ChoiceM,PAChoice,1,0
7F,MD Choice M #1 plate1 7F N,MD,Choice,MD Choice M #1,M,plate1,4000,50,MD Choice M #1,plate1,4050,MDChoice,N,Maggie,MDM,ChoiceM,MDChoice,0.987654321,0.012345679
8F,MD Control M #1 plate1 8F N,MD,Control,MD Control M #1,M,plate1,7600,50,MD Control M #1,plate1,7650,MDControl,N,Maggie,MDM,ControlM,MDControl,0.993464052,0.006535948
9F,E Choice M #1 plate1 9F N,E,Choice,E Choice M #1,M,plate1,5600,0,E Choice M #1,plate1,5600,EChoice,N,Maggie,EM,ChoiceM,EChoice,1,0
11F,E Choice M #1 plate1 11F N,E,Choice,E Choice M #1,M,plate1,7200,0,E Choice M #1,plate1,7200,EChoice,N,Maggie,EM,ChoiceM,EChoice,1,0
12F,E Choice M #2 plate1 12F N,E,Choice,E Choice M #2,M,plate1,8800,0,E Choice M #2,plate1,8800,EChoice,N,Maggie,EM,ChoiceM,EChoice,1,0
2G,B Choice M #2 plate1 2G N,B,Choice,B Choice M #2,M,plate1,32000,150,B Choice M #2,plate1,32150,BChoice,N,Maggie,BM,ChoiceM,BChoice,0.99533437,0.00466563
3G,B Choice M #3 plate1 3G N,B,Choice,B Choice M #3,M,plate1,25600,200,B Choice M #3,plate1,25800,BChoice,N,Maggie,BM,ChoiceM,BChoice,0.992248062,0.007751938
4G,B Control M #2 plate1 4G N,B,Control,B Control M #2,M,plate1,41600,0,B Control M #2,plate1,41600,BControl,N,Maggie,BM,ControlM,BControl,1,0
5G,PA Choice M #1 plate1 5G N,PA,Choice,PA Choice M #1,M,plate1,12800,0,PA Choice M #1,plate1,12800,PAChoice,N,Maggie,PAM,ChoiceM,PAChoice,1,0
6G,PA Choice M #2 plate1 6G N,PA,Choice,PA Choice M #2,M,plate1,12000,0,PA Choice M #2,plate1,12000,PAChoice,N,Maggie,PAM,ChoiceM,PAChoice,1,0
7G,MD Choice M #1 plate1 7G N,MD,Choice,MD Choice M #1,M,plate1,1600,0,MD Choice M #1,plate1,1600,MDChoice,N,Maggie,MDM,ChoiceM,MDChoice,1,0
8G,MD Control M #1 plate1 8G N,MD,Control,MD Control M #1,M,plate1,1700,0,MD Control M #1,plate1,1700,MDControl,N,Maggie,MDM,ControlM,MDControl,1,0
9G,E Choice M #1 plate1 9G N,E,Choice,E Choice M #1,M,plate1,8800,100,E Choice M #1,plate1,8900,EChoice,N,Maggie,EM,ChoiceM,EChoice,0.988764045,0.011235955
10G,E Control M #1 plate1 10G N,E,Control,E Control M #1,M,plate1,22400,0,E Control M #1,plate1,22400,EControl,N,Maggie,EM,ControlM,EControl,1,0
11G,E Choice M #1 plate1 11G N,E,Choice,E Choice M #1,M,plate1,3200,0,E Choice M #1,plate1,3200,EChoice,N,Maggie,EM,ChoiceM,EChoice,1,0
12G,E Choice M #2 plate1 12G N,E,Choice,E Choice M #2,M,plate1,54400,700,E Choice M #2,plate1,55100,EChoice,N,Maggie,EM,ChoiceM,EChoice,0.987295826,0.012704174
2H,B Choice M #2 plate1 2H N,B,Choice,B Choice M #2,M,plate1,38400,850,B Choice M #2,plate1,39250,BChoice,N,Maggie,BM,ChoiceM,BChoice,0.978343949,0.021656051
4H,B Control M #2 plate1 4H N,B,Control,B Control M #2,M,plate1,1600,0,B Control M #2,plate1,1600,BControl,N,Maggie,BM,ControlM,BControl,1,0
5H,PA Choice M #1 plate1 5H N,PA,Choice,PA Choice M #1,M,plate1,10000,0,PA Choice M #1,plate1,10000,PAChoice,N,Maggie,PAM,ChoiceM,PAChoice,1,0
6H,PA Choice M #2 plate1 6H N,PA,Choice,PA Choice M #2,M,plate1,8400,0,PA Choice M #2,plate1,8400,PAChoice,N,Maggie,PAM,ChoiceM,PAChoice,1,0
7H,MD Choice M #1 plate1 7H N,MD,Choice,MD Choice M #1,M,plate1,5200,0,MD Choice M #1,plate1,5200,MDChoice,N,Maggie,MDM,ChoiceM,MDChoice,1,0
9H,E Choice M #1 plate1 9H N,E,Choice,E Choice M #1,M,plate1,8000,0,E Choice M #1,plate1,8000,EChoice,N,Maggie,EM,ChoiceM,EChoice,1,0
10H,E Control M #1 plate1 10H N,E,Control,E Control M #1,M,plate1,44800,100,E Control M #1,plate1,44900,EControl,N,Maggie,EM,ControlM,EControl,0.997772829,0.002227171
11H,E Choice M #1 plate1 11H N,E,Choice,E Choice M #1,M,plate1,7200,600,E Choice M #1,plate1,7800,EChoice,N,Maggie,EM,ChoiceM,EChoice,0.923076923,0.076923077
12H,E Choice M #2 plate1 12H N,E,Choice,E Choice M #2,M,plate1,67200,0,E Choice M #2,plate1,67200,EChoice,N,Maggie,EM,ChoiceM,EChoice,1,0
1A,E Control F #2 plate2 1A N,E,Control,E Control F #2,F,plate2,18400,0,E Control F #2,plate2,18400,EControl,N,Maggie,EF,ControlF,EControl,1,0
2A,L Control F #2 plate2 2A N,L,Control,L Control F #2,F,plate2,12800,0,L Control F #2,plate2,12800,LControl,N,Maggie,LF,ControlF,LControl,1,0
3A,L Control F #3 plate2 3A N,L,Control,L Control F #3,F,plate2,1600,0,L Control F #3,plate2,1600,LControl,N,Maggie,LF,ControlF,LControl,1,0
4A,L Choice F #3 plate2 4A N,L,Choice,L Choice F #3,F,plate2,41600,1100,L Choice F #3,plate2,42700,LChoice,N,Maggie,LF,ChoiceF,LChoice,0.974238876,0.025761124
5A,L Choice F #2 plate2 5A N,L,Choice,L Choice F #2,F,plate2,70400,0,L Choice F #2,plate2,70400,LChoice,N,Maggie,LF,ChoiceF,LChoice,1,0
6A,VA Choice F #1 plate2 6A N,VA,Choice,VA Choice F #1,F,plate2,200,0,VA Choice F #1,plate2,200,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
7A,VA Choice F #2 plate2 7A N,VA,Choice,VA Choice F #2,F,plate2,13200,0,VA Choice F #2,plate2,13200,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
8A,H Control F #1 plate2 8A N,H,Control,H Control F #1,F,plate2,16000,0,H Control F #1,plate2,16000,HControl,N,Maggie,HF,ControlF,HControl,1,0
9A,H Control F #2 plate2 9A N,H,Control,H Control F #2,F,plate2,25600,150,H Control F #2,plate2,25750,HControl,N,Maggie,HF,ControlF,HControl,0.994174757,0.005825243
10A,H Choice F #1 plate2 10A N,H,Choice,H Choice F #1,F,plate2,41600,250,H Choice F #1,plate2,41850,HChoice,N,Maggie,HF,ChoiceF,HChoice,0.994026284,0.005973716
11A,H Choice F #2 plate2 11A N,H,Choice,H Choice F #2,F,plate2,115200,25600,H Choice F #2,plate2,140800,HChoice,N,Maggie,HF,ChoiceF,HChoice,0.818181818,0.181818182
12A,H Choice F #3 plate2 12A N,H,Choice,H Choice F #3,F,plate2,64000,0,H Choice F #3,plate2,64000,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
1B,E Control F #2 plate2 1B N,E,Control,E Control F #2,F,plate2,563200,0,E Control F #2,plate2,563200,EControl,N,Maggie,EF,ControlF,EControl,1,0
2B,L Control F #2 plate2 2B N,L,Control,L Control F #2,F,plate2,512000,0,L Control F #2,plate2,512000,LControl,N,Maggie,LF,ControlF,LControl,1,0
3B,L Control F #3 plate2 3B N,L,Control,L Control F #3,F,plate2,48000,50,L Control F #3,plate2,48050,LControl,N,Maggie,LF,ControlF,LControl,0.998959417,0.001040583
4B,L Choice F #3 plate2 4B N,L,Choice,L Choice F #3,F,plate2,12800,0,L Choice F #3,plate2,12800,LChoice,N,Maggie,LF,ChoiceF,LChoice,1,0
5B,L Choice F #2 plate2 5B N,L,Choice,L Choice F #2,F,plate2,35200,50,L Choice F #2,plate2,35250,LChoice,N,Maggie,LF,ChoiceF,LChoice,0.99858156,0.00141844
6B,VA Choice F #1 plate2 6B N,VA,Choice,VA Choice F #1,F,plate2,8000,0,VA Choice F #1,plate2,8000,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
7B,VA Choice F #2 plate2 7B N,VA,Choice,VA Choice F #2,F,plate2,80000,50,VA Choice F #2,plate2,80050,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.99937539,0.00062461
8B,H Control F #1 plate2 8B N,H,Control,H Control F #1,F,plate2,25600,0,H Control F #1,plate2,25600,HControl,N,Maggie,HF,ControlF,HControl,1,0
9B,H Control F #2 plate2 9B N,H,Control,H Control F #2,F,plate2,6400,0,H Control F #2,plate2,6400,HControl,N,Maggie,HF,ControlF,HControl,1,0
10B,H Choice F #1 plate2 10B N,H,Choice,H Choice F #1,F,plate2,16000,100,H Choice F #1,plate2,16100,HChoice,N,Maggie,HF,ChoiceF,HChoice,0.99378882,0.00621118
11B,H Choice F #2 plate2 11B N,H,Choice,H Choice F #2,F,plate2,1450,0,H Choice F #2,plate2,1450,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
12B,H Choice F #3 plate2 12B N,H,Choice,H Choice F #3,F,plate2,70400,200,H Choice F #3,plate2,70600,HChoice,N,Maggie,HF,ChoiceF,HChoice,0.997167139,0.002832861
1C,E Control F #2 plate2 1C N,E,Control,E Control F #2,F,plate2,1700,0,E Control F #2,plate2,1700,EControl,N,Maggie,EF,ControlF,EControl,1,0
2C,L Control F #2 plate2 2C N,L,Control,L Control F #2,F,plate2,460800,13600,L Control F #2,plate2,474400,LControl,N,Maggie,LF,ControlF,LControl,0.971332209,0.028667791
3C,L Control F #3 plate2 3C N,L,Control,L Control F #3,F,plate2,450,0,L Control F #3,plate2,450,LControl,N,Maggie,LF,ControlF,LControl,1,0
4C,L Choice F #3 plate2 4C N,L,Choice,L Choice F #3,F,plate2,54400,50,L Choice F #3,plate2,54450,LChoice,N,Maggie,LF,ChoiceF,LChoice,0.999081726,0.000918274
5C,L Choice F #2 plate2 5C N,L,Choice,L Choice F #2,F,plate2,870400,0,L Choice F #2,plate2,870400,LChoice,N,Maggie,LF,ChoiceF,LChoice,1,0
6C,VA Choice F #1 plate2 6C N,VA,Choice,VA Choice F #1,F,plate2,54400,0,VA Choice F #1,plate2,54400,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
7C,VA Choice F #2 plate2 7C N,VA,Choice,VA Choice F #2,F,plate2,38400,0,VA Choice F #2,plate2,38400,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
8C,H Control F #1 plate2 8C N,H,Control,H Control F #1,F,plate2,32000,0,H Control F #1,plate2,32000,HControl,N,Maggie,HF,ControlF,HControl,1,0
9C,H Control F #2 plate2 9C N,H,Control,H Control F #2,F,plate2,844800,0,H Control F #2,plate2,844800,HControl,N,Maggie,HF,ControlF,HControl,1,0
10C,H Choice F #1 plate2 10C N,H,Choice,H Choice F #1,F,plate2,83200,100,H Choice F #1,plate2,83300,HChoice,N,Maggie,HF,ChoiceF,HChoice,0.99879952,0.00120048
11C,H Choice F #2 plate2 11C N,H,Choice,H Choice F #2,F,plate2,108800,0,H Choice F #2,plate2,108800,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
12C,H Choice F #3 plate2 12C N,H,Choice,H Choice F #3,F,plate2,22800,0,H Choice F #3,plate2,22800,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
3D,L Control F #3 plate2 3D N,L,Control,L Control F #3,F,plate2,5600,0,L Control F #3,plate2,5600,LControl,N,Maggie,LF,ControlF,LControl,1,0
4D,L Choice F #3 plate2 4D N,L,Choice,L Choice F #3,F,plate2,800,0,L Choice F #3,plate2,800,LChoice,N,Maggie,LF,ChoiceF,LChoice,1,0
5D,L Choice F #2 plate2 5D N,L,Choice,L Choice F #2,F,plate2,16000,0,L Choice F #2,plate2,16000,LChoice,N,Maggie,LF,ChoiceF,LChoice,1,0
6D,VA Choice F #1 plate2 6D N,VA,Choice,VA Choice F #1,F,plate2,400,0,VA Choice F #1,plate2,400,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
7D,VA Choice F #2 plate2 7D N,VA,Choice,VA Choice F #2,F,plate2,9600,0,VA Choice F #2,plate2,9600,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
8D,H Control F #1 plate2 8D N,H,Control,H Control F #1,F,plate2,11200,0,H Control F #1,plate2,11200,HControl,N,Maggie,HF,ControlF,HControl,1,0
9D,H Control F #2 plate2 9D N,H,Control,H Control F #2,F,plate2,1100,200,H Control F #2,plate2,1300,HControl,N,Maggie,HF,ControlF,HControl,0.846153846,0.153846154
10D,H Choice F #1 plate2 10D N,H,Choice,H Choice F #1,F,plate2,3600,0,H Choice F #1,plate2,3600,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
11D,H Choice F #2 plate2 11D N,H,Choice,H Choice F #2,F,plate2,96000,0,H Choice F #2,plate2,96000,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
12D,H Choice F #3 plate2 12D N,H,Choice,H Choice F #3,F,plate2,11200,0,H Choice F #3,plate2,11200,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
1E,E Control M #2 plate2 1E N,E,Control,E Control M #2,M,plate2,2400,0,E Control M #2,plate2,2400,EControl,N,Maggie,EM,ControlM,EControl,1,0
2E,L Control M #2 plate2 2E N,L,Control,L Control M #2,M,plate2,102400,0,L Control M #2,plate2,102400,LControl,N,Maggie,LM,ControlM,LControl,1,0
3E,L Control M #3 plate2 3E N,L,Control,L Control M #3,M,plate2,1200,300,L Control M #3,plate2,1500,LControl,N,Maggie,LM,ControlM,LControl,0.8,0.2
4E,L Choice M #3 plate2 4E N,L,Choice,L Choice M #3,M,plate2,2000,100,L Choice M #3,plate2,2100,LChoice,N,Maggie,LM,ChoiceM,LChoice,0.952380952,0.047619048
5E,L Choice M #2 plate2 5E N,L,Choice,L Choice M #2,M,plate2,3200,50,L Choice M #2,plate2,3250,LChoice,N,Maggie,LM,ChoiceM,LChoice,0.984615385,0.015384615
6E,VA Choice M #1 plate2 6E N,VA,Choice,VA Choice M #1,M,plate2,2800,450,VA Choice M #1,plate2,3250,VAChoice,N,Maggie,VAM,ChoiceM,VAChoice,0.861538462,0.138461538
7E,VA Choice F #2 plate2 7E N,VA,Choice,VA Choice F #2,F,plate2,35200,0,VA Choice F #2,plate2,35200,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
8E,H Control M #1 plate2 8E N,H,Control,H Control M #1,M,plate2,41600,0,H Control M #1,plate2,41600,HControl,N,Maggie,HM,ControlM,HControl,1,0
9E,H Control M #2 plate2 9E N,H,Control,H Control M #2,M,plate2,1000,0,H Control M #2,plate2,1000,HControl,N,Maggie,HM,ControlM,HControl,1,0
10E,H Choice M #1 plate2 10E N,H,Choice,H Choice M #1,M,plate2,10800,0,H Choice M #1,plate2,10800,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
11E,H Choice M #2 plate2 11E N,H,Choice,H Choice M #2,M,plate2,11600,0,H Choice M #2,plate2,11600,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
12E,H Choice M #3 plate2 12E N,H,Choice,H Choice M #3,M,plate2,1600,0,H Choice M #3,plate2,1600,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
1F,E Control M #2 plate2 1F N,E,Control,E Control M #2,M,plate2,281600,0,E Control M #2,plate2,281600,EControl,N,Maggie,EM,ControlM,EControl,1,0
2F,L Control M #2 plate2 2F N,L,Control,L Control M #2,M,plate2,12000,100,L Control M #2,plate2,12100,LControl,N,Maggie,LM,ControlM,LControl,0.991735537,0.008264463
3F,L Control M #3 plate2 3F N,L,Control,L Control M #3,M,plate2,600,0,L Control M #3,plate2,600,LControl,N,Maggie,LM,ControlM,LControl,1,0
4F,L Choice M #3 plate2 4F N,L,Choice,L Choice M #3,M,plate2,10800,1100,L Choice M #3,plate2,11900,LChoice,N,Maggie,LM,ChoiceM,LChoice,0.907563025,0.092436975
5F,L Choice M #2 plate2 5F N,L,Choice,L Choice M #2,M,plate2,51200,50,L Choice M #2,plate2,51250,LChoice,N,Maggie,LM,ChoiceM,LChoice,0.99902439,0.00097561
